"","titulo","duracion","voto_promedio","numero_votos","ano","genero"
"504","The Hunted",106,6,25,1995,"suspenso"
"505","I.Q.",100,5.9,112,1994,"comedia"
"506","I.Q.",100,5.9,112,1994,"drama"
"507","I.Q.",100,5.9,112,1994,"romance"
"508","Interview with the Vampire",123,7.2,1558,1994,"terror"
"509","Interview with the Vampire",123,7.2,1558,1994,"romance"
"510","Jefferson in Paris",139,5.2,10,1995,"drama"
"511","Jefferson in Paris",139,5.2,10,1995,"romance"
"512","The Jerky Boys",82,4.8,10,1995,"comedia"
"513","Junior",109,4.7,381,1994,"comedia"
"514","Junior",109,4.7,381,1994,"romance"
"515","Just Cause",102,6,124,1995,"accion"
"516","Just Cause",102,6,124,1995,"drama"
"517","Just Cause",102,6,124,1995,"misterio"
"518","Just Cause",102,6,124,1995,"suspenso"
"519","A Kid in King Arthur's Court",89,4.3,40,1995,"adventura"
"520","A Kid in King Arthur's Court",89,4.3,40,1995,"fantasia"
"521","A Kid in King Arthur's Court",89,4.3,40,1995,"comedia"
"522","A Kid in King Arthur's Court",89,4.3,40,1995,"ciencia ficcion"
"523","Kiss of Death",101,5.7,83,1995,"accion"
"524","Kiss of Death",101,5.7,83,1995,"drama"
"525","Kiss of Death",101,5.7,83,1995,"suspenso"
"526","Star Wars",121,8.1,6778,1977,"adventura"
"527","Star Wars",121,8.1,6778,1977,"accion"
"528","Star Wars",121,8.1,6778,1977,"ciencia ficcion"
"529","Little Women",115,7,222,1994,"drama"
"530","Little Women",115,7,222,1994,"romance"
"531","A Little Princess",97,7.4,207,1995,"drama"
"532","A Little Princess",97,7.4,207,1995,"fantasia"
"533","Ladybird Ladybird",101,7.4,14,1994,"drama"
"534","L'Enfer",100,6.6,22,1994,"drama"
"535","Like Water for Chocolate",105,6.6,70,1992,"drama"
"536","Like Water for Chocolate",105,6.6,70,1992,"romance"
"537","Legends of the Fall",133,7.2,636,1994,"adventura"
"538","Legends of the Fall",133,7.2,636,1994,"drama"
"539","Legends of the Fall",133,7.2,636,1994,"romance"
"540","Legends of the Fall",133,7.2,636,1994,"guerra"
"541","Major Payne",95,6.1,164,1995,"adventura"
"542","Major Payne",95,6.1,164,1995,"comedia"
"543","Little Odessa",98,6.4,31,1994,"accion"
"544","Little Odessa",98,6.4,31,1994,"drama"
"545","Mi Vida Loca",92,5.7,9,1994,"drama"
"546","Love Affair",108,4.3,11,1994,"drama"
"547","Love Affair",108,4.3,11,1994,"romance"
"548","Losing Isaiah",106,6.4,28,1995,"drama"
"549","The Madness of King George",107,6.7,67,1994,"comedia"
"550","The Madness of King George",107,6.7,67,1994,"drama"
"551","Mary Shelley's Frankenstein",123,6.1,272,1994,"drama"
"552","Mary Shelley's Frankenstein",123,6.1,272,1994,"terror"
"553","Mary Shelley's Frankenstein",123,6.1,272,1994,"ciencia ficcion"
"554","Mary Shelley's Frankenstein",123,6.1,272,1994,"romance"
"555","Man of the House",96,5.1,40,1995,"accion"
"556","Man of the House",96,5.1,40,1995,"comedia"
"557","Mixed Nuts",97,5.2,37,1994,"comedia"
"558","Mixed Nuts",97,5.2,37,1994,"drama"
"559","Mixed Nuts",97,5.2,37,1994,"romance"
"560","Milk Money",108,5.6,49,1994,"comedia"
"561","Milk Money",108,5.6,49,1994,"romance"
"562","Miracle on 34th Street",114,6.4,199,1994,"fantasia"
"563","Miracle on 34th Street",114,6.4,199,1994,"drama"
"564","Miami Rhapsody",95,5.6,7,1995,"comedia"
"565","Miami Rhapsody",95,5.6,7,1995,"romance"
"566","My Family",128,7,11,1995,"comedia"
"567","My Family",128,7,11,1995,"drama"
"568","Murder in the First",122,6.9,140,1995,"drama"
"569","Nobody's Fool",110,7,56,1994,"drama"
"570","Nobody's Fool",110,7,56,1994,"comedia"
"571","Nell",112,6.1,128,1994,"drama"
"572","Nell",112,6.1,128,1994,"suspenso"
"573","New Jersey Drive",98,6.9,7,1995,"drama"
"574","New York Cop",93,0,0,1993,"accion"
"575","New York Cop",93,0,0,1993,"suspenso"
"576","New York Cop",93,0,0,1993,"drama"
"577","Beyond Bedlam",89,4,4,1994,"terror"
"578","Nemesis 2 - Nebula",83,4.6,10,1995,"ciencia ficcion"
"579","Nemesis 2 - Nebula",83,4.6,10,1995,"accion"
"580","Nemesis 2 - Nebula",83,4.6,10,1995,"suspenso"
"581","Nina Takes a Lover",100,7.4,4,1995,"drama"
"582","Nina Takes a Lover",100,7.4,4,1995,"romance"
"583","Natural Born Killers",119,6.9,927,1994,"suspenso"
"584","Natural Born Killers",119,6.9,927,1994,"drama"
"585","Only You",115,6.4,92,1994,"comedia"
"586","Only You",115,6.4,92,1994,"drama"
"587","Only You",115,6.4,92,1994,"romance"
"588","Once Were Warriors",99,7.6,106,1994,"drama"
"589","Poison Ivy II: Lily",106,4.6,32,1996,"drama"
"590","Poison Ivy II: Lily",106,4.6,32,1996,"romance"
"591","Poison Ivy II: Lily",106,4.6,32,1996,"suspenso"
"592","Outbreak",127,6.4,522,1995,"accion"
"593","Outbreak",127,6.4,522,1995,"drama"
"594","Outbreak",127,6.4,522,1995,"ciencia ficcion"
"595","Outbreak",127,6.4,522,1995,"suspenso"
"596","Leon: The Professional",110,8.2,4293,1994,"suspenso"
"597","Leon: The Professional",110,8.2,4293,1994,"drama"
"598","The Perez Family",113,6.6,9,1995,"comedia"
"599","The Perez Family",113,6.6,9,1995,"drama"
"600","The Perez Family",113,6.6,9,1995,"romance"
"601","A Pyromaniac's Love Story",94,7,2,1995,"comedia"
"602","A Pyromaniac's Love Story",94,7,2,1995,"drama"
"603","A Pyromaniac's Love Story",94,7,2,1995,"romance"
"604","Pulp Fiction",154,8.3,8670,1994,"suspenso"
"605","Panther",124,6.4,6,1995,"drama"
"606","Pushing Hands",105,6.1,9,1992,"comedia"
"607","Pushing Hands",105,6.1,9,1992,"drama"
"608","Priest",98,6.4,32,1994,"drama"
"609","Priest",98,6.4,32,1994,"romance"
"610","Quiz Show",133,7.1,262,1994,"drama"
"611","Picture Bride",94,7.4,5,1995,"drama"
"612","Queen Margot",162,7,67,1994,"drama"
"613","The Quick and the Dead",107,6.2,431,1995,"accion"
"614","The Quick and the Dead",107,6.2,431,1995,"western"
"615","Roommates",108,6.4,7,1995,"drama"
"616","Roommates",108,6.4,7,1995,"comedia"
"617","Prêt-à-Porter",133,5.3,33,1994,"drama"
"618","Prêt-à-Porter",133,5.3,33,1994,"comedia"
"619","Three Colors: Red",99,7.8,246,1994,"drama"
"620","Three Colors: Red",99,7.8,246,1994,"misterio"
"621","Three Colors: Red",99,7.8,246,1994,"romance"
"622","Three Colors: Blue",98,7.7,311,1993,"drama"
"623","Three Colors: Blue",98,7.7,311,1993,"musical"
"624","Three Colors: Blue",98,7.7,311,1993,"misterio"
"625","Three Colors: White",91,7.3,218,1994,"comedia"
"626","Three Colors: White",91,7.3,218,1994,"drama"
"627","Three Colors: White",91,7.3,218,1994,"misterio"
"628","Red Firecracker, Green Firecracker",111,7,2,1994,"drama"
"629","Rent-a-Kid",85,5.1,15,1995,"comedia"
"630","Relative Fear",90,4.7,3,1995,"terror"
"631","Relative Fear",90,4.7,3,1995,"drama"
"632","Stuart Saves His Family",95,5,6,1995,"comedia"
"633","Stuart Saves His Family",95,5,6,1995,"drama"
"634","The Swan Princess",89,6.5,251,1994,"animacion"
"635","The Secret of Roan Inish",97,6.1,15,1994,"drama"
"636","The Secret of Roan Inish",97,6.1,15,1994,"fantasia"
"637","The Specialist",110,5.5,317,1994,"accion"
"638","The Specialist",110,5.5,317,1994,"suspenso"
"639","Stargate",121,6.8,942,1994,"accion"
"640","Stargate",121,6.8,942,1994,"adventura"
"641","Stargate",121,6.8,942,1994,"ciencia ficcion"
"642","The Santa Clause",97,6.3,501,1994,"fantasia"
"643","The Santa Clause",97,6.3,501,1994,"drama"
"644","The Santa Clause",97,6.3,501,1994,"comedia"
"645","The Shawshank Redemption",142,8.5,8358,1994,"drama"
"646","Shallow Grave",92,7,247,1994,"suspenso"
"647","Suture",96,6,7,1993,"drama"
"648","Suture",96,6,7,1993,"suspenso"
"649","Strawberry and Chocolate",108,7.1,16,1993,"comedia"
"650","Strawberry and Chocolate",108,7.1,16,1993,"drama"
"651","Swimming with Sharks",101,6.7,104,1994,"comedia"
"652","The Sum of Us",100,6,21,1994,"comedia"
"653","The Sum of Us",100,6,21,1994,"drama"
"654","The Sum of Us",100,6,21,1994,"romance"
"655","Senior Trip",91,5.7,23,1995,"comedia"
"656","To Live",125,7.7,62,1994,"drama"
"657","To Live",125,7.7,62,1994,"romance"
"658","To Live",125,7.7,62,1994,"guerra"
"659","Tank Girl",98,5.5,140,1995,"accion"
"660","Tank Girl",98,5.5,140,1995,"comedia"
"661","Tank Girl",98,5.5,140,1995,"fantasia"
"662","Tank Girl",98,5.5,140,1995,"ciencia ficcion"
"663","Tales from the Crypt: Demon Knight",92,6.7,96,1995,"terror"
"664","Tales from the Crypt: Demon Knight",92,6.7,96,1995,"comedia"
"665","Tales from the Crypt: Demon Knight",92,6.7,96,1995,"suspenso"
"666","Star Trek: Generations",118,6.4,461,1994,"ciencia ficcion"
"667","Star Trek: Generations",118,6.4,461,1994,"accion"
"668","Star Trek: Generations",118,6.4,461,1994,"adventura"
"669","Star Trek: Generations",118,6.4,461,1994,"suspenso"
"670","Tales from the Hood",98,5.4,33,1995,"terror"
"671","Tales from the Hood",98,5.4,33,1995,"suspenso"
"672","Tom & Viv",115,5.8,8,1994,"drama"
"673","Tom & Viv",115,5.8,8,1994,"romance"
"674","Village of the Damned",99,5.6,165,1995,"suspenso"
"675","Village of the Damned",99,5.6,165,1995,"terror"
"676","Village of the Damned",99,5.6,165,1995,"ciencia ficcion"
"677","Tommy Boy",97,6.8,321,1995,"comedia"
"678","Vanya on 42nd Street",119,6.1,15,1994,"drama"
"679","Vanya on 42nd Street",119,6.1,15,1994,"romance"
"680","The Underneath",99,5.6,15,1995,"suspenso"
"681","The Walking Dead",88,6.6,4,1995,"drama"
"682","The Walking Dead",88,6.6,4,1995,"guerra"
"683","What's Eating Gilbert Grape",118,7.5,943,1993,"romance"
"684","What's Eating Gilbert Grape",118,7.5,943,1993,"drama"
"685","Virtuosity",106,5.4,163,1995,"accion"
"686","Virtuosity",106,5.4,163,1995,"ciencia ficcion"
"687","Virtuosity",106,5.4,163,1995,"suspenso"
"688","While You Were Sleeping",103,6.5,340,1995,"comedia"
"689","While You Were Sleeping",103,6.5,340,1995,"drama"
"690","While You Were Sleeping",103,6.5,340,1995,"romance"
"691","The War",126,6.3,39,1994,"drama"
"692","Double Happiness",87,5.5,2,1994,"comedia"
"693","Double Happiness",87,5.5,2,1994,"romance"
"694","Muriel's Wedding",106,6.9,104,1994,"drama"
"695","Muriel's Wedding",106,6.9,104,1994,"comedia"
"696","Muriel's Wedding",106,6.9,104,1994,"romance"
"697","The Baby-Sitters Club",94,5.3,23,1995,"comedia"
"698","The Baby-Sitters Club",94,5.3,23,1995,"drama"
"699","Ace Ventura: Pet Detective",86,6.4,1684,1994,"comedia"
"700","Ace Ventura: Pet Detective",86,6.4,1684,1994,"misterio"
"701","The Adventures of Priscilla, Queen of the Desert",104,7.2,174,1994,"drama"
"702","The Adventures of Priscilla, Queen of the Desert",104,7.2,174,1994,"comedia"
"703","Backbeat",100,6.2,37,1994,"drama"
"704","Backbeat",100,6.2,37,1994,"musical"
"705","Bitter Moon",139,7,115,1992,"suspenso"
"706","Bitter Moon",139,7,115,1992,"drama"
"707","Bitter Moon",139,7,115,1992,"romance"
"708","Bullets Over Broadway",98,7,130,1994,"accion"
"709","Bullets Over Broadway",98,7,130,1994,"comedia"
"710","Bullets Over Broadway",98,7,130,1994,"suspenso"
"711","Clear and Present Danger",141,6.4,390,1994,"accion"
"712","Clear and Present Danger",141,6.4,390,1994,"drama"
"713","Clear and Present Danger",141,6.4,390,1994,"suspenso"
"714","The Client",119,6.4,287,1994,"drama"
"715","The Client",119,6.4,287,1994,"suspenso"
"716","The Client",119,6.4,287,1994,"misterio"
"717","Corrina, Corrina",115,6.4,83,1994,"comedia"
"718","Corrina, Corrina",115,6.4,83,1994,"drama"
"719","Corrina, Corrina",115,6.4,83,1994,"romance"
"720","Crooklyn",115,6.7,31,1994,"comedia"
"721","Crooklyn",115,6.7,31,1994,"drama"
"722","The Crow",102,7.3,980,1994,"fantasia"
"723","The Crow",102,7.3,980,1994,"accion"
"724","The Crow",102,7.3,980,1994,"suspenso"
"725","Cobb",128,6.1,29,1994,"drama"
"726","The Flintstones",91,5,559,1994,"fantasia"
"727","The Flintstones",91,5,559,1994,"comedia"
"728","Forrest Gump",142,8.2,8147,1994,"comedia"
"729","Forrest Gump",142,8.2,8147,1994,"drama"
"730","Forrest Gump",142,8.2,8147,1994,"romance"
"731","Four Weddings and a Funeral",117,6.6,654,1994,"comedia"
"732","Four Weddings and a Funeral",117,6.6,654,1994,"drama"
"733","Four Weddings and a Funeral",117,6.6,654,1994,"romance"
"734","Higher Learning",127,6.4,49,1995,"romance"
"735","Higher Learning",127,6.4,49,1995,"drama"
"736","I Like It Like That",104,6.3,4,1994,"comedia"
"737","I Like It Like That",104,6.3,4,1994,"drama"
"738","I Like It Like That",104,6.3,4,1994,"romance"
"739","I Love Trouble",123,5.3,41,1994,"accion"
"740","I Love Trouble",123,5.3,41,1994,"comedia"
"741","I Love Trouble",123,5.3,41,1994,"romance"
"742","It Could Happen to You",101,6.1,154,1994,"comedia"
"743","It Could Happen to You",101,6.1,154,1994,"drama"
"744","It Could Happen to You",101,6.1,154,1994,"romance"
"745","The Jungle Book",111,5.9,107,1994,"adventura"
"746","The Jungle Book",111,5.9,107,1994,"drama"
"747","The Wonderful, Horrible Life of Leni Riefenstahl",180,7.3,5,1993,"documental"
"748","The Lion King",89,8,5520,1994,"animacion"
"749","The Lion King",89,8,5520,1994,"drama"
"750","Little Buddha",140,6,76,1993,"drama"
"751","New Nightmare",112,6.4,297,1994,"terror"
"752","New Nightmare",112,6.4,297,1994,"suspenso"
"753","New Nightmare",112,6.4,297,1994,"misterio"
"754","New Nightmare",112,6.4,297,1994,"fantasia"
"755","The Mask",101,6.6,2550,1994,"romance"
"756","The Mask",101,6.6,2550,1994,"comedia"
"757","The Mask",101,6.6,2550,1994,"fantasia"
"758","Maverick",127,6.6,490,1994,"accion"
"759","Maverick",127,6.6,490,1994,"adventura"
"760","Maverick",127,6.6,490,1994,"comedia"
"761","Maverick",127,6.6,490,1994,"drama"
"762","Maverick",127,6.6,490,1994,"western"
"763","Mrs. Parker and the Vicious Circle",125,6.3,20,1994,"drama"
"764","The Naked Gun 33⅓: The Final Insult",83,6.4,535,1994,"comedia"
"765","The Paper",112,6.1,40,1994,"comedia"
"766","The Paper",112,6.1,40,1994,"drama"
"767","Reality Bites",99,6.5,180,1994,"drama"
"768","Red Rock West",98,6.4,71,1993,"drama"
"769","Red Rock West",98,6.4,71,1993,"suspenso"
"770","Ri¢hie Ri¢h",95,5.4,426,1994,"comedia"
"771","Safe Passage",98,4.9,7,1994,"drama"
"772","The River Wild",111,6.1,214,1994,"accion"
"773","The River Wild",111,6.1,214,1994,"adventura"
"774","The River Wild",111,6.1,214,1994,"suspenso"
"775","Speed",116,6.8,1814,1994,"accion"
"776","Speed",116,6.8,1814,1994,"adventura"
"777","Speechless",99,5.5,24,1994,"comedia"
"778","Speechless",99,5.5,24,1994,"romance"
"779","Timecop",99,5.5,288,1994,"suspenso"
"780","Timecop",99,5.5,288,1994,"ciencia ficcion"
"781","Timecop",99,5.5,288,1994,"accion"
"782","True Lies",141,6.8,1138,1994,"accion"
"783","True Lies",141,6.8,1138,1994,"suspenso"
"784","When a Man Loves a Woman",126,6,71,1994,"drama"
"785","When a Man Loves a Woman",126,6,71,1994,"romance"
"786","Wolf",125,6,221,1994,"fantasia"
"787","Wyatt Earp",191,6.5,203,1994,"drama"
"788","Wyatt Earp",191,6.5,203,1994,"accion"
"789","Wyatt Earp",191,6.5,203,1994,"western"
"790","Bad Company",108,4.9,12,1995,"accion"
"791","Bad Company",108,4.9,12,1995,"romance"
"792","Bad Company",108,4.9,12,1995,"suspenso"
"793","A Man of No Importance",99,6.5,2,1994,"comedia"
"794","A Man of No Importance",99,6.5,2,1994,"drama"
"795","S.F.W.",96,6.1,22,1994,"comedia"
"796","S.F.W.",96,6.1,22,1994,"drama"
"797","A Low Down Dirty Shame",100,6,31,1994,"accion"
"798","A Low Down Dirty Shame",100,6,31,1994,"comedia"
"799","Boys Life: Three Stories of Love, Lust, and Liberation",91,2,1,1994,"drama"
"800","Colonel Chabert",110,5.9,9,1994,"drama"
"801","Jason's Lyric",119,5.9,9,1994,"drama"
"802","Jason's Lyric",119,5.9,9,1994,"romance"
"803","The Secret Adventures of Tom Thumb",61,7.1,8,1993,"animacion"
"804","The Secret Adventures of Tom Thumb",61,7.1,8,1993,"ciencia ficcion"
"805","Street Fighter",102,4.1,330,1994,"accion"
"806","Street Fighter",102,4.1,330,1994,"adventura"
"807","Street Fighter",102,4.1,330,1994,"suspenso"
"808","Coldblooded",92,6.7,13,1995,"accion"
"809","Coldblooded",92,6.7,13,1995,"comedia"
"810","Fall Time",88,6.3,6,1995,"accion"
"811","Fall Time",88,6.3,6,1995,"adventura"
"812","Fall Time",88,6.3,6,1995,"drama"
"813","Fall Time",88,6.3,6,1995,"suspenso"
"814","The Fear",98,3.4,7,1995,"terror"
"815","The Fear",98,3.4,7,1995,"suspenso"
"816","Frank and Ollie",89,7.5,4,1995,"documental"
"817","Girl in the Cadillac",89,10,1,1995,"romance"
"818","Girl in the Cadillac",89,10,1,1995,"adventura"
"819","Girl in the Cadillac",89,10,1,1995,"drama"
"820","Homage",97,0,0,1995,"suspenso"
"821","Homage",97,0,0,1995,"drama"
"822","Mirage",92,4,1,1995,"accion"
"823","Mirage",92,4,1,1995,"suspenso"
"824","Open Season",97,0,0,1996,"comedia"
"825","Brother Minister: The Assassination of Malcolm X",115,4,1,1995,"documental"
"826","Highlander: The Final Dimension",99,4.5,110,1994,"accion"
"827","Highlander: The Final Dimension",99,4.5,110,1994,"fantasia"
"828","Highlander: The Final Dimension",99,4.5,110,1994,"ciencia ficcion"
"829","In the Mouth of Madness",95,7.1,307,1994,"terror"
"830","In the Mouth of Madness",95,7.1,307,1994,"misterio"
"831","In the Mouth of Madness",95,7.1,307,1994,"suspenso"
"832","8 Seconds",105,7.2,22,1994,"drama"
"833","8 Seconds",105,7.2,22,1994,"romance"
"834","Above the Rim",96,6.7,40,1994,"drama"
"835","Addams Family Values",94,6.5,537,1993,"comedia"
"836","Addams Family Values",94,6.5,537,1993,"fantasia"
"837","Martin Lawrence: You So Crazy",84,4.5,4,1994,"comedia"
"838","The Age of Innocence",139,7,172,1993,"drama"
"839","The Age of Innocence",139,7,172,1993,"romance"
"840","Airheads",92,5.8,222,1994,"comedia"
"841","Airheads",92,5.8,222,1994,"musical"
"842","The Air Up There",107,5.1,42,1994,"comedia"
"843","Another Stakeout",105,4.9,58,1993,"accion"
"844","Another Stakeout",105,4.9,58,1993,"comedia"
"845","Bad Girls",99,4.6,61,1994,"accion"
"846","Bad Girls",99,4.6,61,1994,"adventura"
"847","Bad Girls",99,4.6,61,1994,"comedia"
"848","Bad Girls",99,4.6,61,1994,"drama"
"849","Bad Girls",99,4.6,61,1994,"western"
"850","Barcelona",100,6.6,20,1994,"comedia"
"851","Barcelona",100,6.6,20,1994,"drama"
"852","Barcelona",100,6.6,20,1994,"romance"
"853","Being Human",122,5,15,1994,"drama"
"854","Being Human",122,5,15,1994,"comedia"
"855","Being Human",122,5,15,1994,"fantasia"
"856","The Beverly Hillbillies",93,5,86,1993,"comedia"
"857","Beverly Hills Cop III",104,5.5,445,1994,"accion"
"858","Beverly Hills Cop III",104,5.5,445,1994,"comedia"
"859","Black Beauty",88,6.6,68,1994,"accion"
"860","Black Beauty",88,6.6,68,1994,"adventura"
"861","Black Beauty",88,6.6,68,1994,"drama"
"862","Blink",106,6.3,45,1994,"misterio"
"863","Blink",106,6.3,45,1994,"drama"
"864","Blink",106,6.3,45,1994,"suspenso"
"865","Blown Away",121,6,126,1994,"drama"
"866","Blown Away",121,6,126,1994,"accion"
"867","Blown Away",121,6,126,1994,"suspenso"
"868","Blue Chips",108,5.7,41,1994,"drama"
"869","Blue Sky",101,6.1,28,1994,"drama"
"870","Blue Sky",101,6.1,28,1994,"romance"
"871","Body Snatchers",87,5.8,102,1993,"terror"
"872","Body Snatchers",87,5.8,102,1993,"ciencia ficcion"
"873","Body Snatchers",87,5.8,102,1993,"suspenso"
"874","Boxing Helena",107,4.5,59,1993,"drama"
"875","Boxing Helena",107,4.5,59,1993,"romance"
"876","A Bronx Tale",121,7.4,447,1993,"drama"
"877","Cabin Boy",80,4.9,28,1994,"comedia"
"878","Calendar Girl",90,3.7,10,1993,"drama"
"879","Calendar Girl",90,3.7,10,1993,"comedia"
"880","Carlito's Way",144,7.7,805,1993,"accion"
"881","Carlito's Way",144,7.7,805,1993,"drama"
"882","Carlito's Way",144,7.7,805,1993,"suspenso"
"883","City Slickers II: The Legend of Curly's Gold",116,4.9,103,1994,"accion"
"884","City Slickers II: The Legend of Curly's Gold",116,4.9,103,1994,"comedia"
"885","City Slickers II: The Legend of Curly's Gold",116,4.9,103,1994,"drama"
"886","City Slickers II: The Legend of Curly's Gold",116,4.9,103,1994,"western"
"887","Clean Slate",107,5.7,25,1994,"comedia"
"888","Clean Slate",107,5.7,25,1994,"suspenso"
"889","Clean Slate",107,5.7,25,1994,"misterio"
"890","Cliffhanger",112,6.1,600,1993,"accion"
"891","Cliffhanger",112,6.1,600,1993,"adventura"
"892","Cliffhanger",112,6.1,600,1993,"suspenso"
"893","Coneheads",88,4.8,228,1993,"comedia"
"894","Coneheads",88,4.8,228,1993,"ciencia ficcion"
"895","Color of Night",121,5.4,117,1994,"drama"
"896","Color of Night",121,5.4,117,1994,"misterio"
"897","Color of Night",121,5.4,117,1994,"romance"
"898","Color of Night",121,5.4,117,1994,"suspenso"
"899","Cops & Robbersons",93,5,36,1994,"accion"
"900","Cops & Robbersons",93,5,36,1994,"comedia"
"901","The Cowboy Way",102,5.1,38,1994,"western"
"902","The Cowboy Way",102,5.1,38,1994,"accion"
"903","The Cowboy Way",102,5.1,38,1994,"comedia"
"904","Dangerous Game",108,5.4,9,1993,"drama"
"905","Dave",110,6.3,205,1993,"comedia"
"906","Dazed and Confused",102,7.4,588,1993,"comedia"
"907","Dazed and Confused",102,7.4,588,1993,"drama"
"908","Demolition Man",115,6.4,1018,1993,"accion"
"909","Demolition Man",115,6.4,1018,1993,"ciencia ficcion"
